,title,company,location,link,description,skills
69,nails and lashes applicator,ARIA NAILS SPA,"Langley, BC",https://ca.indeed.com/rc/clk?jk=3d8dc746fb1dddcb&fccid=4bd0e4f82b651af3&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
<li> Eyelash extensions</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
</div>
</div>","['or equivalent experience', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
70,nail care technician,Kya Nails Spa Inc.,"Abbotsford, BC",https://ca.indeed.com/rc/clk?jk=9ca066948a9c05b5&fccid=c073bd4e5deb3229&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Own clientele</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Client focus</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Clean, trim and polish nails', 'Own clientele', 'Schedule and confirm appointments', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
71,nail care technician,Langford Nail Art & Spa Ltd.,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=893ae0521161a926&fccid=5f7034309358a1eb&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
72,nail care technician,Posh Nail Lounge,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=f3ea137a656d3a65&fccid=92fe06c5a6ed134c&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
73,nail care technician,VNails,"Fort McMurray, AB",https://ca.indeed.com/rc/clk?jk=011eb2eecaec09ca&fccid=e3dbdb1eec93e8cd&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Specific Skills</b></h2>
<ul>
<li> Ensure health and safety regulations are followed</li>
<li> Clean work area</li>
<li> Ensure hygiene and sanitation practices conform to policies and regulations</li>
</ul>
<h2 class=""jobSectionHeader""><b> Security and Safety</b></h2>
<ul>
<li> Criminal record check</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
<h2 class=""jobSectionHeader""><b> Financial benefits</b></h2>
<ul>
<li> Gratuities</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Criminal record check', 'Clean, trim and polish nails', 'Repetitive tasks', 'or equivalent experience', 'Organized', 'Provide gel and acrylic nail extensions']"
74,nail care technician,Regal Nails & Spa,"Cochrane, AB",https://ca.indeed.com/rc/clk?jk=38deed34c7b9b1d5&fccid=3a78b8996de48611&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
75,newnail care technician,Lam Nail Salons Inc.,"Vernon, BC",https://ca.indeed.com/rc/clk?jk=6e8f2cb9fc66182f&fccid=dd616958bd9ddc12&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
76,newnail care technician,Thieu Hung Quach,"Chilliwack, BC",https://ca.indeed.com/rc/clk?jk=65b30e5c8453c752&fccid=368fae49c80ba606&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Team player</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Repetitive tasks', 'Excellent oral communication', 'Organized', 'Provide gel and acrylic nail extensions']"
77,nail care technician,Lavish Nail Spa Beacon Hill,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=ec6d0b8933538a06&fccid=ea964575ca1c9d05&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
78,nail care technician,HAVEN NAILS & SPA,"Burnaby, BC",https://ca.indeed.com/rc/clk?jk=d6ff55c80262a588&fccid=db65c6861fffe013&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Flexibility</li>
<li> Client focus</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Do you have previous experience in this field of employment?</li>
</ul>
</div>
</div>","['Do you have previous experience in this field of employment?', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions', 'Repetitive tasks']"
79,nail care technician,All Season Nails Ltd.,"West Vancouver, BC",https://ca.indeed.com/rc/clk?jk=7940f95cb6fbad74&fccid=c2da83c6dfe6ecb7&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Cosmetics/Cosmetology Skills</b></h2><ul><li>
Advise on beauty products suited to customers' colouring and skin type</li><li>
Provide general information to customers on beauty products</li></ul><h2 class=""jobSectionHeader""><b>
Credentials (certificates, licences, memberships, courses, etc.)</b></h2><ul><li>
Esthetician certification</li></ul><h2 class=""jobSectionHeader""><b>
Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Provide product demonstrations</li><li>
Perform cashiering duties</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Tattooing Skills</b></h2><ul><li>
Standard design styles</li><li>
Custom designs</li></ul><h2 class=""jobSectionHeader""><b>
Work Site Environment</b></h2><ul><li>
Wet/damp</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Team player</li><li>
Client focus</li><li>
Dependability</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Health benefits</b></h2><ul><li>
Health care plan</li></ul></div></div>","['Provide product demonstrations', 'Clean, trim and polish nails', 'Schedule and confirm appointments', 'Repetitive tasks', 'Organized', 'Perform cashiering duties', 'Esthetician certification', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
80,nail care technician,London Nails,"Winnipeg, MB",https://ca.indeed.com/rc/clk?jk=a2fb199e2465b280&fccid=a2739dc053c7ae95&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Waxing</li><li>
Pedicures</li><li>
Manicures</li><li>
Foot massage</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Nail and lashes applicator</li><li>
Manicurist</li><li>
Esthetician</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Provide product demonstrations</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Esthetician's salon</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li><li>
Hand-eye co-ordination</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Accurate</li><li>
Team player</li><li>
Client focus</li></ul></div></div>","['Provide product demonstrations', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions', 'Waxing']"
81,newnail care technician,Queen's Nails,"Fonthill, ON",https://ca.indeed.com/rc/clk?jk=03cea5617920d519&fccid=264bf2753d92d2fc&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Cosmetics/Cosmetology Skills</b></h2><ul><li>
Advise on beauty products suited to customers' colouring and skin type</li><li>
Provide general information to customers on beauty products</li></ul><h2 class=""jobSectionHeader""><b>
Esthetics Skills</b></h2><ul><li>
Relaxation massage</li><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Sell establishments products</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Esthetician's salon</li><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Effective interpersonal skills</li><li>
Flexibility</li><li>
Accurate</li><li>
Team player</li><li>
Client focus</li><li>
Dependability</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Screening questions</b></h2><ul><li>
Are you currently legally able to work in Canada?</li><li>
Do you have previous experience in this field of employment?</li></ul></div></div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Are you currently legally able to work in Canada?', 'Do you have previous experience in this field of employment?', 'Organized', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
82,nail care technician,Regal Nails Lloydminster,"Lloydminster, AB",https://ca.indeed.com/rc/clk?jk=6c3f3fa296563870&fccid=8b986f353924b5c0&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li><li>
Foot massage</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Nail and lashes applicator</li><li>
Manicurist</li><li>
Esthetician</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Provide product demonstrations</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Esthetician's salon</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li><li>
Hand-eye co-ordination</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Accurate</li><li>
Team player</li><li>
Client focus</li></ul></div></div>","['Provide product demonstrations', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
83,nail care technician,Posi Nails & Spa Ltd,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=ab296e8f4ad4c3b2&fccid=a1e857390a5dd37c&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
84,nail care technician,Tiffany Nails & Esthetics Ltd.,"North Vancouver, BC",https://ca.indeed.com/rc/clk?jk=7c2015a6bb318fae&fccid=e01646139fa338c3&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
85,newnail care technician,IVY NAILS & SPA LTD.,"Parksville, BC",https://ca.indeed.com/rc/clk?jk=f525a5d5e57e7a74&fccid=74dfbb41b902fe5d&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
86,newnail care technician,Bio Nails Spa,"Mississauga, ON",https://ca.indeed.com/rc/clk?jk=f8164a857555410d&fccid=644f6d05d321b4aa&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
87,nail care technician,My Favourite Nails Spa Ltd.,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=c5e92bfd6eae9523&fccid=0429be2d9bfc8b8a&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Credentials (certificates, licences, memberships, courses, etc.)</b></h2>
<ul>
<li> Esthetician certification</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Perform cashiering duties</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Flexibility</li>
<li> Client focus</li>
</ul>
<h2 class=""jobSectionHeader""><b> Health benefits</b></h2>
<ul>
<li> Health care plan</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Esthetician certification', 'Provide gel and acrylic nail extensions']"
88,nail care technician,NAILSPLASH STUDIO LTD.,"West Vancouver, BC",https://ca.indeed.com/rc/clk?jk=ee13c0ef091fcd39&fccid=44ea0734073c7dac&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
<li> Esthetician</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Organized', 'Excellent oral communication']"
